lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,t_d.1,t_d.2,t_d.3,t_d.4,t_d.5,t_d.6,t_d.7,t_d.8,t_d.9,t_d.10,t_d.11,t_d.12,t_d.13,t_d.14,t_d.15,t_d.16,t_d.17,t_d.18,t_d.19,t_d.20,t_d.21,t_d.22,n,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22
# Adaptation terminated
# Step size = 0.430721
# Diagonal elements of inverse mass matrix:
# 0.229402, 0.109118, 0.111525, 0.085144, 0.0848187, 0.091416, 0.101647, 0.0792352, 0.0855798, 0.0800424, 0.0871626, 0.0870021, 0.0850196, 0.143076, 0.0807854, 0.0799345, 0.0847649, 0.100363, 0.0976547, 0.0907158, 0.168258, 0.195174
-857.407,0.751719,0.430721,3,7,0,871.151,5.77497,0.670469,0.813344,0.970161,0.670927,-0.0762985,0.581515,-0.472174,0.240579,-0.0583447,-0.0289976,-0.429939,-0.418181,-0.501342,-0.273541,-0.15121,0.349913,-0.00566281,0.119548,-0.377452,-0.660707,0.367961,20,-36.8498,-39.1541,-39.514,-37.6672,-35.1466,-37.2125,-35.3178,-37.404,-35.4043,-37.5802,-37.9105,-38.9547,-36.9836,-36.6706,-49.6968,-38.057,-43.4772,-40.5018,-41.3605,-37.6656,-38.2081,-38.7746
-850.763,0.978683,0.430721,3,7,0,862.718,3.84694,1.14736,1.28255,0.343486,1.30564,0.172552,0.719789,-0.165266,0.56248,0.0982211,-0.0623406,-0.653972,-0.563393,-0.577924,-0.279116,-0.141616,0.428244,0.00985633,0.264693,0.221144,-0.0196682,-0.102079,20,-38.0224,-38.2418,-38.7762,-35.6168,-35.4296,-37.84,-34.9315,-36.6017,-35.3344,-36.9623,-37.7496,-36.9831,-36.1871,-36.8602,-44.2433,-40.4433,-42.5877,-44.0944,-44.0262,-38.0271,-38.0595,-36.0906
-852.908,0.795369,0.430721,3,7,0,859.397,4.16154,0.806156,1.51244,0.793316,1.09907,0.39124,0.66398,-0.350694,0.183324,-0.0268556,-0.184276,-0.94703,-0.198022,-0.810848,-0.257635,0.0853115,0.379047,0.100342,0.318959,0.0325438,0.283598,0.0987679,20,-37.8998,-38.6887,-38.9827,-35.3401,-34.3885,-38.1084,-34.2494,-35.8841,-35.2107,-37.6515,-37.2041,-38.2687,-36.1638,-37.1703,-46.1009,-38.9336,-42.9369,-44.16,-43.6513,-38.1422,-37.7155,-37.9274
-859.369,0.664925,0.430721,3,7,0,872.318,4.78381,1.1737,0.877975,0.443083,1.0591,-0.733771,0.196298,-0.298761,0.554707,0.0609003,0.0403201,-0.146194,-0.627923,-0.313419,-0.188921,-0.189747,0.675189,-0.264168,0.0177028,0.0623828,-0.482959,0.458094,20,-38.2134,-38.1582,-37.9355,-37.7986,-37.6549,-37.059,-37.4401,-37.3854,-36.1809,-36.5592,-38.3582,-38.1007,-36.3659,-36.5123,-43.8161,-40.3103,-43.366,-41.9474,-43.7158,-37.0546,-40.43,-37.1187
-856.514,0.792176,0.430721,3,7,0,876.017,5.17896,0.908006,0.732695,0.541104,1.19817,-0.535642,0.202795,-0.41761,0.575997,0.146939,-0.319936,-0.402346,-0.475043,-0.487754,-0.27107,-0.210996,0.326158,-0.343053,0.108469,0.261347,-0.489502,0.571561,20,-38.5235,-38.638,-38.6616,-37.686,-36.9921,-36.6549,-36.1672,-36.3909,-35.869,-36.4973,-38.1956,-39.1658,-36.1217,-35.6771,-44.5251,-38.9286,-44.2371,-43.1517,-41.9278,-38.2889,-38.3523,-37.8303
-854.155,0.997173,0.430721,3,15,0,864.157,3.4881,0.473245,0.870955,0.386602,0.605026,-0.136333,0.540205,-0.528961,-0.624414,-0.530881,-0.447193,-1.24834,-0.87356,-0.855014,-0.693302,-0.525609,0.112588,-0.219684,0.0490895,-0.589849,-0.194769,-0.525847,20,-38.1146,-38.3428,-40.3505,-35.6375,-34.5241,-37.6568,-34.7601,-37.4615,-35.1335,-36.9903,-35.9132,-37.6027,-37.844,-36.8926,-45.8291,-39.5402,-42.6054,-43.6426,-42.8913,-38.9788,-38.4408,-37.2471
-854.923,0.822736,0.430721,3,7,0,866,3.36622,0.436452,0.738115,0.214063,0.672393,-0.298448,0.391828,-0.638818,-0.589244,-0.504413,-0.57724,-1.2935,-0.878055,-0.736135,-0.419782,-0.5694,0.0136329,-0.0959942,0.0198011,-0.529897,0.361859,-0.433448,20,-38.6682,-37.8014,-39.9545,-36.3706,-34.8354,-37.27,-34.6483,-37.0044,-36.1585,-37.482,-36.736,-38.313,-37.437,-37.1751,-44.7449,-39.1353,-42.5905,-44.3129,-42.0489,-39.2275,-38.7142,-37.0049
-855.172,0.922246,0.430721,3,7,0,864.064,4.48289,0.658188,0.65005,0.757112,0.702565,-0.431475,0.274954,-0.77212,0.146632,-0.0502314,-0.494295,-1.22476,-0.983772,-1.43244,-0.419181,-0.355919,0.137979,-0.817005,-0.244666,-0.212724,0.201671,-0.192897,20,-37.8081,-39.346,-39.6604,-35.8571,-35.5045,-37.8612,-34.9276,-36.4426,-35.5625,-36.0894,-37.1633,-40.8125,-35.396,-35.3787,-45.0827,-39.2676,-44.8033,-41.7799,-41.922,-38.1272,-38.8784,-38.3816
-857.601,0.827961,0.430721,3,7,0,869.406,5.26643,0.822099,1.25868,0.0332852,1.02928,0.039147,0.549912,-0.573617,-0.0683013,-0.485336,-0.555781,-1.09006,-0.543254,-0.812118,-0.750103,-0.640928,0.153388,0.0263126,-0.197522,-0.425506,0.15886,-0.103414,20,-36.9403,-39.0359,-38.2976,-36.3138,-33.9296,-38.0887,-34.2143,-36.6996,-34.625,-37.8256,-37.4912,-35.9278,-35.8515,-37.3025,-51.4352,-40.3574,-42.7346,-44.9487,-45.1259,-37.108,-37.7288,-36.3176
-856.165,0.997163,0.430721,3,7,0,867.099,3.87272,0.976298,0.536785,0.730439,0.596322,-0.598032,0.33931,-0.560854,0.131443,0.0261175,-0.0320546,-0.636638,-0.828745,-0.571868,-0.572069,-0.0735827,0.269023,-0.436442,0.387821,-0.303473,0.163486,-0.691162,20,-38.5829,-37.5729,-41.0164,-36.4963,-35.9122,-37.3975,-35.7989,-37.1933,-35.1423,-36.6111,-37.2568,-39.0518,-38.2667,-36.1794,-42.9029,-40.3786,-43.3291,-41.7884,-42.2688,-39.7203,-38.6388,-37.5515
